,Words,Frequency
41217,ओवादीलाई,1
41218,पधाधिकारीले,1
41219,प्रदेशसभाबाट,1
41220,आयोगविहीन,1
41221,सक्नुभएन,1
41222,कम्प्याक्ट,1
41223,गिजोलिएको,1
41224,दाउपेचले,1
41225,गराउनसक्नु,1
41226,विध्वंसात्मक,1
41227,लगाइसकेका,1
41228,व्यवस्थाविरुद्ध,1
41229,विप्लवको,1
41230,कुनैबेला,1
41231,नचाहँदै,1
41232,नचाहँदा,1
41233,प्राथमिकताअनुसार,1
41234,आशालाग्दो,1
41235,बुद्धिलाल,1
41236,हायलकायल,1
41237,६१९,1
41238,फस्नुभयो,1
41239,मन्त्रिपरिषद्लाई,1
41240,संकटोन्मुख,1
41241,परम्परावादी,1
41242,भिन्नताजस्ता,1
41243,मुद्दाप्रति,1
41244,डेलिभरीको,1
41245,तेलीको,1
41246,देखाउनुभएको,1
41247,अभिप्रेरित,1
41248,हुनतिर,1
41249,दलतिरै,1
41250,युगतिर,1
41251,मूलधार,1
41252,कम्युनिष्टजस्ता,1
41253,सिक्काका,1
41254,‘कांग्रेस,1
41255,सहभागितासहित,1
41256,एकतामा,1
41257,हिस्साको,1
41258,हुटहुटी,1
41259,दलमै,1
41260,बन्नेभन्दा,1
41261,समाचारहरूका,1
41262,हातहतियारदेखि,1
41263,महँगा,1
41264,आह्वानसमेत,1
41265,पाटाजस्तै,1
41266,खिचातानीपछि,1
41267,अंकगणित,1
41268,खेप्नुभएका,1
41269,पृष्ठभूमिका,1
41270,परराष्ट्रमन्त्रीमा,1
41271,खेप्नुभएको,1
41272,प्रत्येकपटक,1
41273,किचलोकै,1
41274,बनाइसक्नु,1
41275,बुझाउनकै,1
41276,मिलाउनमै,1
41277,दलभित्रको,1
41278,दलसम्बन्धी,1
41279,मुस्तकिम,1
41280,खुल्नुहुन्छ,1
41281,‘कानुनी,1
41282,सक्नुभएन’,1
41283,अड्चनको,1
41284,बर्गदा,1
41285,४९९,1
41286,अर्थनीति,1
41287,माजवादीले,1
41288,अर्थनीतिभन्दा,1
41289,दीपावली,1
41290,क्षेत्रतर्प,1
41291,३८५७,1
41292,इथानोल,1
41293,गराउँछु,1
41294,जनरामा,1
41295,निर्मात्री,1
41296,ललितपुरलगायत,1
41297,पराजुलीको,1
41298,सानुलगायतको,1
41299,शान्तिप्रिय,1
41300,१९औं,1
41301,टियुन,1
41302,फाइन,1
41303,खरेलको,1
41304,नगरसभाबाट,1
41305,भर्नु,1
41306,मल्टिनेसनल,1
41307,शहरलाई,1
41308,टाँसेर,1
41309,सिनेमाका,1
41310,हातहरूलाई,1
41311,ढुुंगेलले,1
41312,सोनितराज,1
41313,गमलामा,1
41314,बालकुमारीस्थित,1
41315,मण्डलमा,1
41316,थ्रिलर,1
41317,आवाजमा,1
41318,फेशन,1
41319,‘मानिस,1
41320,करुण,1
41321,जीवनदर्शन,1
41322,राष्ट्रप्रेम,1
41323,गुञ्जिरहेका,1
41324,आकाशमा,1
41325,सदावहार,1
41326,बा’,1
41327,रेटे,1
41328,सारंगी,1
41329,खोजिरहेछु,1
41330,सुल्तानको,1
41331,उहाँँकै,1
41332,रेकर्डिस्टका,1
41333,शास्त्रीले,1
41334,वासुदेवकृष्ण,1
41335,सुझाब,1
41336,‘विपिन’,1
41337,भाट,1
41338,ध्वनि,1
41339,नोर्बु,1
41340,श्रुति,1
41341,सुपुत्री,1
41342,निणार्यक,1
41343,धिमालले,1
41344,मर्मभेदी,1
41345,घाईते,1
41346,गुठीका,1
41347,प्यासी,1
41348,जसयोञ्जन,1
41349,पुरस्कारतर्फ,1
41350,योञ्जनलाई,1
41351,प्रतिभाको,1
41352,हुनहुुन्छ,1
41353,चौधरीसहित,1
41354,ल्याइसक्नुभएको,1
41355,एल्बम,1
41356,खप्पीस,1
41357,जोरपाटीकी,1
41358,ओढाई,1
41359,पुरस्कार’,1
41360,‘छिन्नलता,1
41361,यससँग,1
41362,टेलिस्कोपमध्ये,1
41363,बीएण्डबी,1
41364,तस्वीरहरू,1
41365,बहृमाण्ड,1
41366,नदेखिएका,1
41367,हाइड्रोजन,1
41368,ग्राण्ड,1
41369,स्टारको,1
41370,जेनिका,1
41371,स्माइलको,1
41372,इन्टिलेक्च्युएलको,1
41373,श्रेष्ना,1
41374,ब्रेनको,1
41375,व्युटी,1
41376,कन्फिडेण्ट,1
41377,प्रिन्सा,1
41378,फोटोजेनीकको,1
41379,ग्रीष्मा,1
41380,डिसिप्लिन,1
41381,आयुषा,1
41382,ताजको,1
41383,ताजसहित,1
41384,थर्ड,1
41385,स्नेहा,1
41386,फ्रेण्डसिपको,1
41387,मल्टिमिडियोको,1
41388,पहिरिँदै,1
41389,अपको,1
41390,फष्ट,1
41391,ड्रेसको,1
41392,हृयाम्परको,1
41393,गिफ्ट,1
41394,रसका,1
41395,डासुवेदीले,1
41396,४८५,1
41397,नार्क,1
41398,प्रष्टिकरण,1
41399,शाओमीले,1
41400,प्रोको,1
41401,नेक्ब्यान्ड,1
41402,स्पष्टसँग,1
41403,मोडलका,1
41404,नखोलिएको,1
41405,खोलिएको,1
41406,सिलवालका,1
41407,साधारणसभापछि,1
41408,कोषद्वारा,1
41409,जीको,1
41410,भित्र्याई,1
41411,कविन्द्रध्वज,1
41412,सुरेशलाल,1
41413,रतनलाल,1
41414,सिद्धार्थका,1
41415,समझदारीपत्रमा,1
41416,१ः१,1
41417,सिद्धार्थको,1
41418,डेभलपर्स,1
41419,इन्फो,1
41420,“अर्थमन्त्रीले,1
41421,नेकब्यान्ड,1
41422,रघुवंशी,1
41423,प्रावधानबारेमा,1
41424,३४३,1
41425,५७१,1
41426,२७१,1
41427,मुद्दतीको,1
41428,चल्ती,1
41429,एसोसिएसनलाई,1
41430,युकेसँगको,1
41431,एकाउन्टेन्स,1
41432,नेपलिज,1
41433,लेस्टर,1
41434,मुद्रामा,1
41435,कार्डलाई,1
41436,रत्नराज,1
41437,आइएमइले,1
41438,रेमिट,1
41439,आवश्यकताअनुरूप,1
41440,वालेटका,1
41441,स्क्यानमार्फत्,1
41442,अधिनमा,1
41443,कार्डलगायत,1
41444,क्युआरमा,1
41445,मोकोको,1
41446,आइटी,1
41447,सहजरूपमा,1
41448,म्याङ्लुङको,1
41449,स्वयंलाई,1
41450,औचित्यलाई,1
41451,कथामाथि,1
41452,निमेष,1
41453,खिच्नु,1
41454,मञ्जुश्री,1
41455,हैरानीलाई,1
41456,अपूरै,1
41457,ध्येयका,1
41458,ट्रेलरले,1
41459,मर्मस्पर्शी,1
41460,खगेन्द्र्र,1
41461,कमलमणि,1
41462,मलिका,1
41463,ट्रेलरमा,1
41464,दम्पतीको,1
41465,द्वन्द्वमा,1
41466,बोल्नुभएको,1
41467,शलभलगायत,1
41468,डाविजय,1
41469,कृतिकार,1
41470,विश्वविमोहन,1
41471,नारायणमान,1
41472,माओत्से,1
41473,भट्टराईसँगको,1
41474,गनेर,1
41475,बिक्रीपछिको,1
41476,बक्समा,1
41477,खुल्छ,1
41478,गर्नेराख्ने,1
41479,कोड,1
41480,पिन,1
41481,रिसाइक्लर,1
41482,क्यास,1
41483,नोटमात्र,1
41484,टोलरेन्सलगायतका,1
41485,जर्ती,1
41486,सहमतिसँगै,1
41487,ल्याएमा,1
41488,आभूषण,1
41489,एकरूपमा,1
41490,धर्मसुन्दर,1
41491,सोमानी,1
41492,वहाना,1
41493,पाइएपछि,1
41494,लगाएकोमा,1
41495,छुटमा,1
41496,ग्रामसम्म,1
41497,गरिएकोप्रति,1
41498,समाजावादी,1
41499,कार्यान्वन,1
41500,युक्रेनबीचको,1
41501,मायाबाट,1
41502,अन्तश्रति’,1
41503,दयाका,1
41504,भक्तमाथि,1
41505,जगत्को,1
41506,विवर्जित,1
41507,जन्ममृत्यु,1
41508,प्रजाहरूका,1
41509,देखापर्दछ,1
41510,जगत्,1
41511,कार्यकारणात्मक,1
41512,स्वप्रेरित,1
41513,बराहादिका,1
41514,घनचक्करभन्दा,1
41515,जन्ममृत्युमा,1
41516,निर्विकार,1
41517,जीवरूपमा,1
41518,सन्तानोत्पादन,1
41519,विचरण,1
41520,जीवरूपबाट,1
